HIT ID,HOTEL,ASSIGNMENT ID,TIME TAKEN,WORKER ANSWER
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),38F5OAUN5NCY8WI8UDHZGN6HMXVH7B,39.0,None
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),3RSDURM96AM536N7RLZT8XT1YGIEYZ,87.0,"Barnes-Jewish Hospital{{NEWENTRY}}1 Barnes Jewish Hospital Plaza, St. Louis,{{NEWENTRY}}{{NEWENTRY}}SSM Health St. Mary's Hospital - St. Louis{{NEWENTRY}}6420 Clayton Rd, Richmond Heights,"
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),3SUWZRL0MYD3KMD1L241P698Z776EB,230.0,"Barnes-Jewish West County Hospital;12634 Olive Blvd, St. Louis, MO 63141, USA{{NEWENTRY}}Mercy Hospital Edgewood Behavioral Health;970 Executive Pkwy Dr, St. Louis, MO 63141, USA{{NEWENTRY}}Barnes Jewish Hospital;10 Barnes W Dr, Creve Coeur, MO 63141, USA{{NEWENTRY}}Ranken Jordan Pediatric Bridge Hospital;11365 Dorsett Rd, Maryland Heights, MO 63043, USA"
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),388U7OUMF71XFFWR5J8KFCY01TJ0RP,140.0,Ranken Jordan Pediatric Bridge Hospital; 11365 Dorsett Rd; Maryland Heights
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),3X1FV8S5JXRMJQOTS52X11AJTGLGV1,88.0,None
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),3JV9LGBJWTERT6FWRTGJ69GBXNOOG7,32.0,"1970 Craig Rd, St. Louis, MO 63146{{NEWENTRY}}Phone: (314) 474-7794"
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),31Q0U3WYDPFN4LXUSOEEO0QA59X17W,75.0,None
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3YDTZAI2WXGQLYFBQQG7LO60E5B14C,164.0,Barnes-Jewish Hospital; 4353 Clayton Avenue {{NEWENTRY}}SLUCare Physician Group; 1438 S Grand Blvd{{NEWENTRY}}St. Alexius Hospital; 3933 S Broadway
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3GU1KF0O4I1DNPJMQ71KUYU4REJBPJ,515.0,"SSM Health Saint Louis University Hospital - South Campus; 1755 S Grand Blvd{{NEWENTRY}}SSM Health DePaul Hospital Foundation; 3800 Park Ave{{NEWENTRY}}SSM Health Cardinal Glennon Children's Hospital; 1465 S Grand Blvd{{NEWENTRY}}SLUCare Physician Group; Monteleone Hall, 1438 S Grand Blvd{{NEWENTRY}}Children's Miracle Network; 1465 S Grand Blvd{{NEWENTRY}}St. Louis University Hospital: Cardiology, Heart Surgeons and Heart Doctors; 3635 Vista Ave{{NEWENTRY}}Care at St. Alexius; 3535 Jefferson Avenue #2"
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3QRYMNZ7FYHDGQ1QAEFDQ3VVX6JTNW,6.0,None
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3ZGVPD4G6TH7XFF9D2Q7LQ247KWZTO,241.0,None
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3MD9PLUKKIE922APG64VCRWCI2HZNU,27.0,None
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3L4PIM1GQTGUCASCDRJT74SKD6MYRC,408.0,"St. Alexius Hospital;3933 S Broadway, St. Louis, MO 63118, USA{{NEWENTRY}}Cardinal Glennon Childrens Hospital;Unnamed Road, St. Louis, MO 63110, USA{{NEWENTRY}}Saint Louis University Hospital;3655 Vista Ave, St. Louis, MO 63110, USA{{NEWENTRY}}SLUCare Physician Group;Monteleone Hall, 1438 S Grand Blvd, St. Louis, MO 63104, USA{{NEWENTRY}}Children's Miracle Network;1465 S Grand Blvd, St. Louis, MO 63104, USA{{NEWENTRY}}Shriners Hospitals for Children  St. Louis;4400 Clayton Ave, St. Louis, MO 63110, USA{{NEWENTRY}}Barnes-Jewish Hospital;4353 Clayton Avenue (314) 362-0700., St. Louis, MO 63110, USA{{NEWENTRY}}St. Louis Children's Hospital;660 S Euclid Ave, St. Louis, MO 63110, USA"
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3GM6G9ZBKNX7Y8GQYD0DDO6VSHBMTT,260.0,"SSM Health Cardinal Glennon Children's Hospital, 1465 S Grand Blvd, St. Louis, MO 63104, EUA{{NEWENTRY}}{{NEWENTRY}}Planned Parenthood - Central West End Health Center, 4251 Forest Park Ave, St. Louis, MO 63108, EUA"
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3483FV8BEEJBP61LSI90N50J24O26C,158.0,SSM Health Saint Louis University Hospital; 3660 Vista Ave{{NEWENTRY}}SLUCare Physician Group; 1438 S Grand Blvd
3XEIP58NL0NHRI9AERJEAFX2ZS2ZLV,( Fleur-De-Lys Mansion),3HMIGG0U4L6OU5DGEIDTGNXFNEBY8D,25.0,None
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3CN4LGXD5XONB4QE2FNGZBHALR6Y4V,5.0,None
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3TUI152ZZBNXA329ONNKOR75AYM1QP,173.0,"St Lukes Hospital{{NEWENTRY}}232 S Woods Mill Rd, {{NEWENTRY}}{{NEWENTRY}}SSM Health Saint Louis University Hospital{{NEWENTRY}}3635 Vista Ave, St. Louis,"
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),34S9DKFK73P9XC0KKK2CYKNAC89NYN,120.0,Va team 2 Clinic; 2727 Washington Ave{{NEWENTRY}}Windsor Health Center; 100 N 8th St #238
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3HMVI3QICJS6J5TVFX4E1DA797AY1W,70.0,"Google Maps, The closest Hospital is 6.2 Miles away"
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3IAEQB9FMEKWMVE7GP6LHIQ0NXXDWO,134.0,Google Maps
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3DI28L7YXAE8D0C4FWSKUAIRRWYE1S,36.0,None
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3IRIK4HM3AKONOTNPBY6ZI95EV46CS,59.0,MyHospital; 1234 Street Ln{{NEWENTRY}}MyMedics; 2345 Lane St
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3VELCLL3GKJ0JEC0A7CQCS3R3XG1F0,18.0,None
3X4Q1O9UBHM6DT618O7NBC8XK4V7OT,( Americas Best Value Inn-St. Louis Downtown),3VELCLL3GKJ0JEC0A7CQCS3R3XGF1E,87.0,Veterans Affair Med Center; 915 North Grand
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3SKRO2GZ71RBZ04EBI3NS5VWBSL1KO,121.0,"Barnes Jewish Hospital{{NEWENTRY}}1 Barnes-Jewish Hospital Plaza{{NEWENTRY}}St. Louis, MO 63110"
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3FK0YFF9PZG51NEOH01J12DTGU1VVV,8.0,None
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),38JBBYETQOAP5Z9N2EBMS8PU3FAE45,173.0,Old State Hospital Building; 3150 Sublette Ave{{NEWENTRY}}Bucher Medical Services; 2340 Hampton Ave{{NEWENTRY}}Washington University Physicians; 1110 Highlands Plaza Dr #375{{NEWENTRY}}Saint Marys; 6420 Clayton Ave{{NEWENTRY}}Children's Miracle Network Hospitals of Greater St. Louis; 5700 Oakland Ave #220
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),39OWYR0EPKRX9KN3MWJZQFE1AHSFYD,92.0,"Barnes-Jewish Hospital; 1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110, USA{{NEWENTRY}}SSM Health St. Mary's Hospital; St. Louis, 1031, 1031 Bellevue Ave #400, St. Louis, MO 63117, USA"
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3G5W44VEU7I83FUHT1OQZSZ2DHJKGM,336.0,"SSM Health St. Mary's Hospital - St. Louis; 6420 Clayton Rd, Richmond Heights, MO 63117, USA"
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3YW4XOSQKQLP2W9Q5W7PYS4UDKRU1O,53.0,Barnes-Jewish Hospital; 1 Barnes Jewish Hospital Plaza{{NEWENTRY}}SSM Health St. Mary's Hospital; 6420 Clayton Rd
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3PB5A5BD0V6K80NXA7ZHVNUG7YE7G0,22.0,None
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),35L9RVQFCOI067U47LAAQFK1U9QUHQ,53.0,None
3XQ4XW3OD9CEPK1O9T71ZQ1Q6DC2S5,( Holiday Inn St. Louis - Forest Park),3FE7TXL1LIN4ZOK57RNYTAHA2532QC,199.0,Select Specialty Hospital; 6150 Oakland Avenue 5th Floor {{NEWENTRY}}St Louis Psych Rehab Center; 5300 Arsenal St{{NEWENTRY}}St Louis Children's Hospital; One Children's Place {{NEWENTRY}}SSM Rehab; 6420 Clayton Road Suite 600 {{NEWENTRY}}SSM Saint Mary's Health Center; 6420 Clayton Road {{NEWENTRY}}Barnes-Jewish Hospital; 1 Barnes-Jewish Hosp Plaza {{NEWENTRY}}Rehab Institute of Saint Louis; 4455 Duncan Ave{{NEWENTRY}}Kindred Hospital-St Louis; 4930 Lindell Blvd
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3VA45EW49NNUPRPT9AVGZMC5VWI1OT,267.0,"Kindred Hospital St. Louis; 4930 Lindell Blvd{{NEWENTRY}}Forest Park Pediatrics, P.C.; 4488 Forest Park Ave #230{{NEWENTRY}}St. Louis Children's Hospital; 1 Childrens Pl{{NEWENTRY}}Barnes-Jewish Hospital; 1 Barnes Jewish Hospital Plaza{{NEWENTRY}}Barnes-Jewish Hospital; 4353 Clayton Avenue"
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3O6CYIULED1I3XPT2KWARIUO9WUWUH,9.0,None
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3Z9WI9EOZZOM3BPSD768KSB3SHSHKE,365.0,"VA St. Louis Health Care System; 915 N Grand Blvd{{NEWENTRY}}Dept of Veterans Affairs - Outpatient Clinic; 2727 Washington Blvd{{NEWENTRY}}Va team 2 Clinic; 2727 Washington Ave{{NEWENTRY}}Hope Recovery Center VA Medical Center; 515 N Jefferson Ave{{NEWENTRY}}Barnes-Jewish Hospital; 4353 Clayton Avenue{{NEWENTRY}}Washington University-Child and Adolescent Psychiatry Center; 4444 Forest Park Ave #2600{{NEWENTRY}}Shriners Hospitals for Children  St. Louis; 4400 Clayton Ave{{NEWENTRY}}SSM Health Cardinal Glennon Children's Hospital; 1465 S Grand Blvd{{NEWENTRY}}SSM Health DePaul Hospital Foundation; 3800 Park Ave{{NEWENTRY}}St. Louis University Hospital: Cardiology, Heart Surgeons and Heart Doctors; 3635 Vista Ave"
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3ZAZR5XV01IQBYDYRGVHWG20JY2ZCB,56.0,None
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3WZ36BJEV3GBFHCT7OA4Z8V1GHQTBS,26.0,"SSM Health Saint Louis University Hospital,{{NEWENTRY}}3635 Vista Ave, St. Louis,"
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),31UV0MXWNQCJHNF9C2KNIFT0V5B5IB,136.0,None
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3JMSRU9HQIUOZCS2MAC91YP7G07VE0,583.0,SSM Health St. Louis univ; 3635 Vista Ave
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),324G5B4FB38NXWCCW5AEAV700HR70Z,55.0,None
3GONHBMNHVY1X0RVE3KTASCRZXSZMX,( Ignacio),3STRJBFXOWRC8KGND1NXYBER3CYTKD,341.0,"Hope Recovery Center VA Medical Center; 515 N Jefferson Ave, St. Louis, MO 63103{{NEWENTRY}}SSM Health Saint Louis University Hospital; 3635 Vista Ave, St. Louis, MO 63110{{NEWENTRY}}SLUCare Physician Group; Monteleone Hall, 1438 S Grand Blvd, St. Louis, MO 63104{{NEWENTRY}}Cardinal Glennon Childrens Hospital; 1465 S Grand Blvd, St. Louis, MO 63104{{NEWENTRY}}Barnes-Jewish Hospital; 4353 Clayton Avenue (314) 362-0700., St. Louis, MO 63110"
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),3H7XDTSHKCRZYFOYIF7TN3TX0M9WG7,135.0,"Ranken Jordan Pediatric Bridge Hospital; 11365 Dorsett Rd, Maryland Heights, MO 63043{{NEWENTRY}}{{NEWENTRY}}the christ hospital; 500 NW Plaza, St Ann, MO 63074{{NEWENTRY}}AA; 8901 Lackland Rd, St. Louis, MO 63114"
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),3RXPCZQMQPB6XE8VLRI8UD334A4G1Y,546.0,SSM Health Saint Louis University Hospital; 3635 Vista Ave{{NEWENTRY}}VA St. Louis Health Care System; 915 N Grand Blvd{{NEWENTRY}}Windsor Health Center; 100 N 8th St. #238{{NEWENTRY}}Comprehensive Behavioral Health Center of St Clair County; 505 S 8th St{{NEWENTRY}}Cardinal Glennon Children's Hospital; 1465 S Grand Blvd
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),3TR2532VIPUBV2ZTZ3FSMMM04DLJ6N,133.0,None
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),3LUY3GC63Z0QLDGWDQP4PW888NC7PB,77.0,Hilton hotel Beverley hills
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),35K3O9HUABDZ3F6CMV75JCMLS5AFEL,115.0,VA Medical Center; Lambert International Blvd{{NEWENTRY}}Chris And Bridgets land Of Athousand Childern; 9037 Bobb Ave
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),308Q0PEVB8D2IAHLFSX4UVY2H0N9IX,13.0,None
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),308XBLVESI4YZ2Z13Z59ZTUJSWNBRR,28.0,None
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),3KYQYYSHYV7OHM55P3FB0ODEKUMOD9,54.0,My Hospital; 1234 Street Ln{{NEWENTRY}}My Medics; 2345 Lane St
3CMIQF80GNQQU55C4RUZU3314USQ6K,( Hampton Inn St Louis-Airport),34BBWHLWHABDU6UT837W8F6DF1UWIW,258.0,"Barnes-Jewish Hospital{{NEWENTRY}}1 Barnes Jewish Hospital Plaza, St. Louis, {{NEWENTRY}}{{NEWENTRY}}St. Louis Children's Hospital{{NEWENTRY}}660 S Euclid Ave, St. Louis,"
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),37M28K1J0QDCI4BWPGW42ROM0WEJAG,207.0,Total Joint Center of St. Louis; 760 Office Pkwy Suite A{{NEWENTRY}}City Place Surgery Center; 845 N New Ballas Ct # 100{{NEWENTRY}}Olive Surgery Center; 12101 Woodcrest Executive Dr Suite 101{{NEWENTRY}}Barnes-Jewish West County Hospital; 12634 Olive Blvd
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3TXWC2NHNZQRCOKHK4RIYX4PQYOS97,5.0,None
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3HWRJOOET5287KBYSF74QB50HV5ES4,91.0,Phoenix Home Care; 2088 Craigshire Rd
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),31N2WW6R9RQWTHQFXBQ90LIO1GP3FN,82.0,"Mercy Hospital St Louis{{NEWENTRY}}615 S New Ballas Rd, St. Louis."
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3EKVH9QMEY4AAFG025HETBABJPID2K,240.0,"Barnes-Jewish West County Hospital; 12634 Olive Blvd, St. Louis, MO 63141, USA{{NEWENTRY}}Ranken Jordan Pediatric Bridge Hospital; 11365 Dorsett Rd, Maryland Heights, MO 63043, USA"
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3AAPLD8UCCHL6UFF7GK0LJYZBUQHTR,37.0,None
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3OONKJ5DKCJV2P7LB7O55YPEHAVBOC,37.0,None
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),3H7XDTSHKCRZYFOYIF7TN3TX0PNGWB,26.0,Barnes-Jewish West County Hospital; 12634 Olive Blvd
34R0BODSP1Z5EYFTQHPU8G0NPWU5E8,( Sonesta ES Suites St. Louis),39U1BHVTDLR6CM8GSVVYHPXPSQ0T3Q,641.0,None
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3DR23U6WE5E9MKODHFCU0G1MJEITE7,14.0,None
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3TPWUS5F891MH38TGTBAXC8I2WUCWU,107.0,"SSM Health St. Mary's Hospital - St. Louis {{NEWENTRY}}6420 Clayton Rd, Richmond Heights,{{NEWENTRY}}{{NEWENTRY}}Mercy Hospital St Louis{{NEWENTRY}}615 S New Ballas Rd, St. Louis."
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3IUZPWIU1O7401KH86S8LVLQ754WKS,645.0,None
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3YW4XOSQKQLP2W9Q5W7PYS4UDJXU1S,26.0,None
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3O6CYIULED1I3XPT2KWARIUO9W7WUU,218.0,St. Mary's Hospital; 1127 Bellevue Ave{{NEWENTRY}}SSM Health St. Mary's Hospital - St. Louis; 1031 Bellevue Ave #400{{NEWENTRY}}SSM Health Rehabilitation Hospital - Richmond Heights; 1027 Bellevue Ave{{NEWENTRY}}Clayton Medical Associates; 6400 Clayton Rd #110{{NEWENTRY}}SSM Health St. Mary's Hospital - St. Louis; 6420 Clayton Rd
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3VP0C6EFSGW1WA5E20SK2EEH895M6N,125.0,"3635 Vista Ave, St. Louis, MO 63110, USA"
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),34Q075JO1XD9MAXA7PT59LGNXVP10U,216.0,St. Mary's Hospital; 1127 Bellevue Ave; Richmond Heights
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3TYCR1GOTCJJE2744TOGZZSND8CZLP,159.0,"SSM Health St. Mary's Hospital - St. Louis; 6420 Clayton Rd, Richmond Heights, MO 63117{{NEWENTRY}}St. Mary's Hospital; 1127 Bellevue Ave, Richmond Heights, MO 63117{{NEWENTRY}}SSM Health Rehabilitation Hospital - Richmond Heights; 1027 Bellevue Ave, St. Louis, MO 63117"
3TLFH2L6Y9OF4KE3YTCR9VXC8WQ2TU,( Residence Inn St Louis Galleria),3Z4XG4ZF48RZU0N69MRRX9Q6L8I8XI,23.0,None
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),3SKRO2GZ71RBZ04EBI3NS5VWBRP1KQ,235.0,"Ranken Jordan Pediatric Bridge Hospital;11365 Dorsett Rd, Maryland Heights, MO 63043, USA{{NEWENTRY}}Barnes-Jewish West County Hospital;12634 Olive Blvd, St. Louis, MO 63141, USA"
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),3C8HJ7UOP7U3KKPP45PVZC7CDBJZM4,411.0,Ranken Jordan Pediatric Bridge Hospital; 11365 Dorsett Road{{NEWENTRY}}Barnes Jewish West County Hospital; 12634 Olive Blvd
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),358010RM5ETX5CJJHF21PNAEW57VXW,112.0,"SSM Health St. Mary's Hospital - St. Louis {{NEWENTRY}}6420 Clayton Rd, Richmond Heights, MO 63117, USA"
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),338JKRMM26ZGRYG61GTJQE87N5QAHK,6.0,None
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),358UUM7WRZ3BXQWBQITTUR8N96K7RP,85.0,Phoenix Home Care; 2088 Craigshire Rd{{NEWENTRY}}Ranken Jordan Pediatric Bridge Hospital; 11365 Dorsett Rd
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),3QAVNHZ3EM4IDUZWS18HI61E4M3LA6,183.0,None
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),35LDD5557A48VPQ344MLCXJZ93YMKZ,39.0,None
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),35LDD5557A48VPQ344MLCXJZ93ZKMY,626.0,Ranken Jordan Pediatric Bridge Hospital;11365 Dorsett Rd
3QTFNPMJC6I7FICVQ4ZTN71R4N2ZNX,( Sheraton Westport Chalet Saint Louis),35L9RVQFCOI067U47LAAQFK1U83HUO,93.0,St louis children's hospital;Saint Louis Missouri
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),33NF62TLXJ2IUHKI179TW5RI57HJK2,141.0,"Washington University and Barnes-Jewish Heart & Vascular Center; 11124 S Towne Square, St. Louis, MO 63123"
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),3ZR9AIQJUB9QE9UTU7C77JNQ9DC04F,1181.0,"Kindred Hospital St. Louis- St. Anthony; 10018 Kennerly Rd, St. Louis, MO 63128{{NEWENTRY}}Barnes Jewish South Campus; 5201 Midamerica Pl, St. Louis, MO 63128"
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),3O7L7BFSHEPJD682N3DQM9ZD8WOIEZ,13.0,None
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),3FQ5JJ512LOED7B3G51LPC8ZET4NKW,105.0,None
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),3C5W7UE9CFQEFPPA3N1A2RR15CNMXY,102.0,"Mercy Hospital South{{NEWENTRY}}10010 Kennerly Rd, St. Louis,"
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),31JLPPHS2UUQZU38WE9ZNFR2TIHO3X,30.0,None
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),3IFS6Q0HJIJKNPDKOYXVBQ3S9PIISP,211.0,SSM Medical Group Pediatrics; 30 Ronnie's Plaza
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),34BBWHLWHABDU6UT837W8F6DF2EWII,191.0,None
3VO4XFFP15M9Y5JHN1ZR0H3XZ5CQ7J,( Holiday Inn St Louis-South County Center),30BXRYBRP4XDYBJ92LPB835YFP1HWC,109.0,SSM Medical Group Pediatrics; 30 Ronnie's Plaza{{NEWENTRY}}South County Pediatric Associates; 4850 Lemay Ferry Rd #120
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3J4Q2Z4UTY3QB4ICLBC5HHXZ6BOQW6,8.0,None
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),38YMOXR4MUZX1MZS62Y7BCG86AKW6N,177.0,Missouri Baptist Healthcare; 3844 Lindbergh Blvd # 130{{NEWENTRY}}SSM Health Cardinal Glennon Pediatrics Specialty Services; 10296 Big Bend Rd #110
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3BWI6RSP7G9MOMR64C9TVK94UH6E7V,40.0,None
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3AMYWKA6YBMPWDQQFG7XUI3M38SO6A,90.0,"St Lukes Hospital{{NEWENTRY}}232 S Woods Mill Rd, Chesterfield,"
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3DYGAII7PL80RVLB9PYAPNP3DE1QPR,298.0,Missouri Baptist Healthcare; 3844 Lindbergh Blvd # 130{{NEWENTRY}}SSM Health Cardinal Glennon Pediatrics Specialty Services; 10296 Big Bend Rd #110
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3OUYGIZWR7YC32GCSR4VAHYL0A4P0T,689.0,None
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3VELCLL3GKJ0JEC0A7CQCS3R3XEF1C,21.0,Missouri Baptist Healthcare; 3844 Lindbergh Blvd # 130
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3NGI5ARFTT5CAR1UOA8VOMHV532P1Q,23.0,None
3N2YPY1GI6YMCSU8W877CEUM2KVVE4,( Holiday Inn St Louis SW - Route66),3HYA4D452RJ78ZUWTBC4HBDWV3UF2V,53.0,SSM Saint Joseph Hospital of Kirkwood; 525 Couch Avenue
3VO4XFFP15M9Y5JHN1ZR0H3XZ5D7Q1,( Hampton Inn Saint Louis - Sunset Hills),3KGTPGBS6XLWRHRMO0733BEZ5OV2UZ,87.0,Missouri Baptist Healthcare; 3844 Lindbergh Blvd # 130
3VO4XFFP15M9Y5JHN1ZR0H3XZ5D7Q1,( Hampton Inn Saint Louis - Sunset Hills),3LKC68YZ3A3NQS5W6YK1SC2ZR9UWOQ,52.0,None
3VO4XFFP15M9Y5JHN1ZR0H3XZ5D7Q1,( Hampton Inn Saint Louis - Sunset Hills),3EJJQNKU9R58QF2N3RF5L4XHN9EHRZ,6.0,None
