WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
18,Eureka!,Does this restaurant have a parking lot?,-80
19,Eureka!,Does this restaurant have a parking lot?,-80
36,Eureka!,Does this restaurant have a parking lot?,-100
29,Eureka!,Does this restaurant have a parking lot?,100
202,Eureka!,Does this restaurant have a parking lot?,-100
25,Eureka!,Does this restaurant have a parking lot?,60
21,Eureka!,Does this restaurant have a parking lot?,0
21,Eureka!,Does this restaurant have a parking lot?,-100
22,Eureka!,Does this restaurant have a parking lot?,60
35,Eureka!,Does this restaurant have a parking lot?,100
34,Eureka!,Does this restaurant have a parking lot?,-100
76,Eureka!,Does this restaurant have a parking lot?,100
48,Eureka!,Does this restaurant have a parking lot?,-80
19,Eureka!,Does this restaurant have a parking lot?,100
121,Eureka!,Does this restaurant have a parking lot?,-80
26,Eureka!,Does this restaurant have a parking lot?,60
56,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
190,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
25,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
42,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
18,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,80
28,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
42,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
32,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,0
8,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
12,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
30,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,80
7,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
361,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
167,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
42,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,0
28,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
122,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
11,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
40,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
16,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
20,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,80
43,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
5,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,80
35,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
33,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
22,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,-60
27,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
8,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
63,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,-80
33,La Note Restaurant Provencal,Does this restaurant have drinks for those under 21?,100
6,Eureka!,Does this restaurant have drinks for those under 21?,60
36,Eureka!,Does this restaurant have drinks for those under 21?,100
56,Eureka!,Does this restaurant have drinks for those under 21?,80
191,Eureka!,Does this restaurant have drinks for those under 21?,80
9,Eureka!,Does this restaurant have drinks for those under 21?,100
97,Eureka!,Does this restaurant have drinks for those under 21?,100
29,Eureka!,Does this restaurant have drinks for those under 21?,60
10,Eureka!,Does this restaurant have drinks for those under 21?,100
255,Eureka!,Does this restaurant have drinks for those under 21?,100
259,Eureka!,Does this restaurant have drinks for those under 21?,-60
25,Eureka!,Does this restaurant have drinks for those under 21?,100
46,Eureka!,Does this restaurant have drinks for those under 21?,100
30,Eureka!,Does this restaurant have drinks for those under 21?,80
267,Eureka!,Does this restaurant have drinks for those under 21?,0
59,Eureka!,Does this restaurant have drinks for those under 21?,-100
176,Eureka!,Does this restaurant have drinks for those under 21?,100
27,Eureka!,Does this restaurant have drinks for those under 21?,100
25,Eureka!,Does this restaurant have drinks for those under 21?,100
88,Eureka!,Does this restaurant have drinks for those under 21?,100
10,Eureka!,Does this restaurant have drinks for those under 21?,100
81,Eureka!,Does this restaurant have drinks for those under 21?,60
57,Eureka!,Does this restaurant have drinks for those under 21?,0
9,Eureka!,Does this restaurant have drinks for those under 21?,100
36,Eureka!,Does this restaurant have drinks for those under 21?,100
42,Eureka!,Does this restaurant have drinks for those under 21?,-80
94,Eureka!,Does this restaurant have drinks for those under 21?,0
17,Eureka!,Does this restaurant have drinks for those under 21?,-80
221,Eureka!,Does this restaurant have drinks for those under 21?,100
12,Eureka!,Does this restaurant have drinks for those under 21?,80
28,Eureka!,Does this restaurant have drinks for those under 21?,100
14,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
34,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
35,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
503,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
11,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,0
23,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
40,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
19,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
21,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
24,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
7,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
6,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
67,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
24,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
23,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
108,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
221,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
47,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
67,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-60
87,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
28,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
44,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-60
29,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
12,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
36,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
35,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
69,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
8,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
19,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-80
21,Brazil Cafe,Would a typical meal at this restaurant cost more than $30?,-100
20,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
56,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
59,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
18,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
14,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
86,Cheese Board Pizza,Does this restaurant have a drive-through?,100
43,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
73,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
31,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
184,Cheese Board Pizza,Does this restaurant have a drive-through?,100
12,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
62,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
32,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
93,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
7,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
13,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
17,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
17,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
4,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
82,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
36,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
13,Cheese Board Pizza,Does this restaurant have a drive-through?,100
22,Cheese Board Pizza,Does this restaurant have a drive-through?,100
41,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
58,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
77,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
35,Cheese Board Pizza,Does this restaurant have a drive-through?,0
15,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
17,Cheese Board Pizza,Does this restaurant have a drive-through?,-100
20,Cheese Board Pizza,Does this restaurant have a drive-through?,-80
42,Gather,Does this restaurant have more than 20 items on its menu?,100
61,Gather,Does this restaurant have more than 20 items on its menu?,100
55,Gather,Does this restaurant have more than 20 items on its menu?,100
8,Gather,Does this restaurant have more than 20 items on its menu?,80
194,Gather,Does this restaurant have more than 20 items on its menu?,100
77,Gather,Does this restaurant have more than 20 items on its menu?,100
15,Gather,Does this restaurant have more than 20 items on its menu?,80
66,Gather,Does this restaurant have more than 20 items on its menu?,80
131,Gather,Does this restaurant have more than 20 items on its menu?,80
73,Gather,Does this restaurant have more than 20 items on its menu?,80
26,Gather,Does this restaurant have more than 20 items on its menu?,100
24,Gather,Does this restaurant have more than 20 items on its menu?,100
70,Gather,Does this restaurant have more than 20 items on its menu?,100
65,Gather,Does this restaurant have more than 20 items on its menu?,100
41,Gather,Does this restaurant have more than 20 items on its menu?,80
45,Gather,Does this restaurant have more than 20 items on its menu?,100
64,Gather,Does this restaurant have more than 20 items on its menu?,100
43,Gather,Does this restaurant have more than 20 items on its menu?,100
42,Gather,Does this restaurant have more than 20 items on its menu?,100
137,Gather,Does this restaurant have more than 20 items on its menu?,100
42,Gather,Does this restaurant have more than 20 items on its menu?,100
43,Gather,Does this restaurant have more than 20 items on its menu?,100
48,Gather,Does this restaurant have more than 20 items on its menu?,100
25,Gather,Does this restaurant have more than 20 items on its menu?,100
374,Gather,Does this restaurant have more than 20 items on its menu?,0
66,Gather,Does this restaurant have more than 20 items on its menu?,100
291,Gather,Does this restaurant have more than 20 items on its menu?,100
33,Gather,Does this restaurant have more than 20 items on its menu?,100
274,Gather,Does this restaurant have more than 20 items on its menu?,60
63,Gather,Does this restaurant have more than 20 items on its menu?,100
12,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
59,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
25,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
59,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
7,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-60
5,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
20,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
24,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-60
42,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
148,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
13,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
80,La Note Restaurant Provencal,Does this restaurant have a drive-through?,0
25,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
64,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
42,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
51,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
10,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
51,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
124,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
53,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
63,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
6,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
21,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
47,La Note Restaurant Provencal,Does this restaurant have a drive-through?,0
20,La Note Restaurant Provencal,Does this restaurant have a drive-through?,100
9,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-100
13,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
56,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-80
41,La Note Restaurant Provencal,Does this restaurant have a drive-through?,-60
11,La Note Restaurant Provencal,Does this restaurant have a drive-through?,80
76,Comal,Does this restaurant have drinks for those under 21?,60
58,Comal,Does this restaurant have drinks for those under 21?,-80
61,Comal,Does this restaurant have drinks for those under 21?,100
39,Comal,Does this restaurant have drinks for those under 21?,80
48,Comal,Does this restaurant have drinks for those under 21?,-100
55,Comal,Does this restaurant have drinks for those under 21?,60
22,Comal,Does this restaurant have drinks for those under 21?,60
31,Comal,Does this restaurant have drinks for those under 21?,0
11,Comal,Does this restaurant have drinks for those under 21?,100
43,Comal,Does this restaurant have drinks for those under 21?,0
31,Comal,Does this restaurant have drinks for those under 21?,100
35,Comal,Does this restaurant have drinks for those under 21?,100
55,Comal,Does this restaurant have drinks for those under 21?,60
132,Comal,Does this restaurant have drinks for those under 21?,60
37,Comal,Does this restaurant have drinks for those under 21?,60
60,Comal,Does this restaurant have drinks for those under 21?,-80
6,Comal,Does this restaurant have drinks for those under 21?,100
91,Comal,Does this restaurant have drinks for those under 21?,-80
5,Comal,Does this restaurant have drinks for those under 21?,100
162,Comal,Does this restaurant have drinks for those under 21?,60
10,Comal,Does this restaurant have drinks for those under 21?,100
6,Comal,Does this restaurant have drinks for those under 21?,100
9,Comal,Does this restaurant have drinks for those under 21?,100
47,Comal,Does this restaurant have drinks for those under 21?,60
67,Comal,Does this restaurant have drinks for those under 21?,-60
103,Comal,Does this restaurant have drinks for those under 21?,-100
149,Comal,Does this restaurant have drinks for those under 21?,80
73,Comal,Does this restaurant have drinks for those under 21?,100
48,Comal,Does this restaurant have drinks for those under 21?,100
8,Comal,Does this restaurant have drinks for those under 21?,-80
10,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
6,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
53,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
28,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
5,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
67,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-80
23,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
46,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
26,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
14,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
30,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
7,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-80
59,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
15,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-80
34,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-80
30,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
19,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
59,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-80
9,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
54,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
82,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
9,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
15,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
57,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
10,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
14,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
28,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
19,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
100,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-60
8,Angeline's Louisiana Kitchen,Does this restaurant serve Chinese food?,-100
14,Bette's Oceanview Diner,Does this restaurant have its own website?,100
19,Bette's Oceanview Diner,Does this restaurant have its own website?,100
34,Bette's Oceanview Diner,Does this restaurant have its own website?,100
40,Bette's Oceanview Diner,Does this restaurant have its own website?,100
25,Bette's Oceanview Diner,Does this restaurant have its own website?,100
35,Bette's Oceanview Diner,Does this restaurant have its own website?,100
21,Bette's Oceanview Diner,Does this restaurant have its own website?,100
22,Bette's Oceanview Diner,Does this restaurant have its own website?,100
33,Bette's Oceanview Diner,Does this restaurant have its own website?,100
38,Bette's Oceanview Diner,Does this restaurant have its own website?,100
16,Bette's Oceanview Diner,Does this restaurant have its own website?,100
25,Bette's Oceanview Diner,Does this restaurant have its own website?,100
38,Bette's Oceanview Diner,Does this restaurant have its own website?,100
36,Bette's Oceanview Diner,Does this restaurant have its own website?,100
11,Bette's Oceanview Diner,Does this restaurant have its own website?,100
150,Bette's Oceanview Diner,Does this restaurant have its own website?,100
11,Bette's Oceanview Diner,Does this restaurant have its own website?,100
21,Bette's Oceanview Diner,Does this restaurant have its own website?,100
23,Bette's Oceanview Diner,Does this restaurant have its own website?,100
24,Bette's Oceanview Diner,Does this restaurant have its own website?,100
35,Bette's Oceanview Diner,Does this restaurant have its own website?,100
25,Bette's Oceanview Diner,Does this restaurant have its own website?,-80
42,Bette's Oceanview Diner,Does this restaurant have its own website?,100
35,Bette's Oceanview Diner,Does this restaurant have its own website?,100
96,Bette's Oceanview Diner,Does this restaurant have its own website?,100
25,Bette's Oceanview Diner,Does this restaurant have its own website?,100
54,Bette's Oceanview Diner,Does this restaurant have its own website?,100
43,Bette's Oceanview Diner,Does this restaurant have its own website?,100
28,Bette's Oceanview Diner,Does this restaurant have its own website?,100
18,Bette's Oceanview Diner,Does this restaurant have its own website?,100
41,FIVE,Does this restaurant have a romantic atmosphere?,100
82,FIVE,Does this restaurant have a romantic atmosphere?,80
42,FIVE,Does this restaurant have a romantic atmosphere?,100
27,FIVE,Does this restaurant have a romantic atmosphere?,80
84,FIVE,Does this restaurant have a romantic atmosphere?,60
65,FIVE,Does this restaurant have a romantic atmosphere?,80
126,FIVE,Does this restaurant have a romantic atmosphere?,60
88,FIVE,Does this restaurant have a romantic atmosphere?,60
78,FIVE,Does this restaurant have a romantic atmosphere?,-60
56,FIVE,Does this restaurant have a romantic atmosphere?,80
37,FIVE,Does this restaurant have a romantic atmosphere?,100
38,FIVE,Does this restaurant have a romantic atmosphere?,60
211,FIVE,Does this restaurant have a romantic atmosphere?,0
43,FIVE,Does this restaurant have a romantic atmosphere?,80
65,FIVE,Does this restaurant have a romantic atmosphere?,100
97,FIVE,Does this restaurant have a romantic atmosphere?,100
11,FIVE,Does this restaurant have a romantic atmosphere?,60
7,FIVE,Does this restaurant have a romantic atmosphere?,-60
11,FIVE,Does this restaurant have a romantic atmosphere?,-60
15,FIVE,Does this restaurant have a romantic atmosphere?,0
21,FIVE,Does this restaurant have a romantic atmosphere?,100
23,FIVE,Does this restaurant have a romantic atmosphere?,60
52,FIVE,Does this restaurant have a romantic atmosphere?,100
36,FIVE,Does this restaurant have a romantic atmosphere?,80
19,FIVE,Does this restaurant have a romantic atmosphere?,80
26,FIVE,Does this restaurant have a romantic atmosphere?,100
21,FIVE,Does this restaurant have a romantic atmosphere?,100
24,FIVE,Does this restaurant have a romantic atmosphere?,100
51,FIVE,Does this restaurant have a romantic atmosphere?,80
89,FIVE,Does this restaurant have a romantic atmosphere?,80
68,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-80
8,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-100
8,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-60
64,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
6,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,0
78,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-80
22,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
6,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
28,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-60
8,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
263,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
96,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
46,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
35,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
13,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
42,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-60
20,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
48,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
560,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-60
61,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
91,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
16,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,0
13,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
39,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-80
21,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,100
69,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-100
38,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,60
101,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,60
4,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,80
61,Oliveto Restaurant,Does this restaurant have drinks for those under 21?,-100
26,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
23,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
24,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
14,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
9,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
19,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
17,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
21,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
14,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
13,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
18,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
30,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
14,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
30,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
6,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
34,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
59,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,80
14,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
42,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
16,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
61,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
52,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
12,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
19,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
25,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
13,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
11,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
9,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
58,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
39,Angeline's Louisiana Kitchen,Does this restaurant have its own website?,100
39,Great China,Would a typical meal at this restaurant cost more than $30?,-100
52,Great China,Would a typical meal at this restaurant cost more than $30?,-100
41,Great China,Would a typical meal at this restaurant cost more than $30?,-80
34,Great China,Would a typical meal at this restaurant cost more than $30?,-100
87,Great China,Would a typical meal at this restaurant cost more than $30?,-80
43,Great China,Would a typical meal at this restaurant cost more than $30?,-100
49,Great China,Would a typical meal at this restaurant cost more than $30?,-100
33,Great China,Would a typical meal at this restaurant cost more than $30?,-100
72,Great China,Would a typical meal at this restaurant cost more than $30?,-80
15,Great China,Would a typical meal at this restaurant cost more than $30?,-100
10,Great China,Would a typical meal at this restaurant cost more than $30?,-100
60,Great China,Would a typical meal at this restaurant cost more than $30?,-100
387,Great China,Would a typical meal at this restaurant cost more than $30?,-100
39,Great China,Would a typical meal at this restaurant cost more than $30?,-80
49,Great China,Would a typical meal at this restaurant cost more than $30?,-80
50,Great China,Would a typical meal at this restaurant cost more than $30?,-60
20,Great China,Would a typical meal at this restaurant cost more than $30?,0
11,Great China,Would a typical meal at this restaurant cost more than $30?,-60
11,Great China,Would a typical meal at this restaurant cost more than $30?,-100
78,Great China,Would a typical meal at this restaurant cost more than $30?,-100
15,Great China,Would a typical meal at this restaurant cost more than $30?,80
29,Great China,Would a typical meal at this restaurant cost more than $30?,-100
175,Great China,Would a typical meal at this restaurant cost more than $30?,-80
34,Great China,Would a typical meal at this restaurant cost more than $30?,-100
22,Great China,Would a typical meal at this restaurant cost more than $30?,-80
19,Great China,Would a typical meal at this restaurant cost more than $30?,-100
182,Great China,Would a typical meal at this restaurant cost more than $30?,-100
53,Great China,Would a typical meal at this restaurant cost more than $30?,-80
37,Great China,Would a typical meal at this restaurant cost more than $30?,-60
19,Great China,Would a typical meal at this restaurant cost more than $30?,0
9,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
216,Zachary's Chicago Pizza,Is this restaurant open until midnight?,100
20,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
29,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-80
16,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-80
58,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
27,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-60
33,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
36,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
81,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
146,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
449,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
19,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-80
133,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
47,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
50,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
70,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-80
197,Zachary's Chicago Pizza,Is this restaurant open until midnight?,0
46,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
8,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
25,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
18,Zachary's Chicago Pizza,Is this restaurant open until midnight?,100
29,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
19,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-80
13,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
17,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
15,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
31,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
15,Zachary's Chicago Pizza,Is this restaurant open until midnight?,-100
7,Zachary's Chicago Pizza,Is this restaurant open until midnight?,0
63,Gregoire,Does this restaurant have its own website?,100
16,Gregoire,Does this restaurant have its own website?,100
182,Gregoire,Does this restaurant have its own website?,-80
14,Gregoire,Does this restaurant have its own website?,100
27,Gregoire,Does this restaurant have its own website?,100
56,Gregoire,Does this restaurant have its own website?,100
6,Gregoire,Does this restaurant have its own website?,100
119,Gregoire,Does this restaurant have its own website?,100
25,Gregoire,Does this restaurant have its own website?,100
35,Gregoire,Does this restaurant have its own website?,100
18,Gregoire,Does this restaurant have its own website?,100
23,Gregoire,Does this restaurant have its own website?,100
93,Gregoire,Does this restaurant have its own website?,100
44,Gregoire,Does this restaurant have its own website?,100
