AssignmentId,WorkerId,WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
338JKRMM26ZGRYG61GTJQE85ZW2AHM,A104H3ISRW8A1C,6,FIVE,Does this restaurant serve Chinese food?,-100
338JKRMM26ZGRYG61GTJQE85ZWYHAP,A38CW69MB24RRS,119,FIVE,Does this restaurant serve Chinese food?,60
33FOTY3KEMLTG2SQJ5MP4MIMIAHC1H,A2VHPHU19NCCYR,74,FIVE,Does this restaurant serve Chinese food?,-100
33LKR6A5KEKA2JU15RHFTWIQ6WN1TV,A3G84Q92VRSJAR,33,FIVE,Does this restaurant serve Chinese food?,-100
33M4IA01QG15C5228VXROQL9NQ1RXW,A35LEE74GHDV9U,24,FIVE,Does this restaurant serve Chinese food?,-100
33M4IA01QG15C5228VXROQL9NQ8RX3,A2LPGJGZZ97ME4,30,FIVE,Does this restaurant serve Chinese food?,-100
34MAJL3QP4NMV1TQDUUQ9HLVOHM34V,A2R6RDZ07V4KWB,41,FIVE,Does this restaurant serve Chinese food?,-80
354P56DE9K3NY5WO57TYK1DH7ZD7SD,AJMKH3WN5HAN7,25,FIVE,Does this restaurant serve Chinese food?,-100
358010RM5ETX5CJJHF21PNAC8W9XVQ,A3P3RFU5NJXR5V,35,FIVE,Does this restaurant serve Chinese food?,-100
386CSBG1OZMSHP36UTZ1JNYKU01Q61,A3F7TD3W9043EO,11,FIVE,Does this restaurant serve Chinese food?,-100
3A0EX8ZRN8O7W3BNHUX37PNE7ASBY9,A2DE6UIJ87NCAU,37,FIVE,Does this restaurant serve Chinese food?,-100
3B2X28YI3WF5DJ1HBB2BOY3L8076BC,A2HPEX0788BPXI,270,FIVE,Does this restaurant serve Chinese food?,-100
3DBQWDE4Y6YBVOQ09IXFNNPFTU9N51,AW7RJ863Q6RTT,13,FIVE,Does this restaurant serve Chinese food?,-100
3F0BG9B9MPNKUR8X4DLN2N1IOK67YO,A1F991VPHVNIVC,302,FIVE,Does this restaurant serve Chinese food?,-80
3GFK2QRXX9H1IIZE1JO2J626M6C5W9,AIEPZIFP577TM,55,FIVE,Does this restaurant serve Chinese food?,-80
3I0BTBYZAXL6CG8DJE0EN8RVG60Y0F,APGHW28SUCWJW,107,FIVE,Does this restaurant serve Chinese food?,-80
3KWTYT08703L7ONFX5H0AVLQOZ95LH,A31LPSIQ9A7RWV,34,FIVE,Does this restaurant serve Chinese food?,-80
3L0KT67Y8EG6DPSPSGJYXEXEBYGSYT,A3Q3B9T8H3I3AD,7,FIVE,Does this restaurant serve Chinese food?,-80
3PQ8K71NHXK1HB8SVAJR9SL1M1CAAB,AKOKJYF7ODLC2,11,FIVE,Does this restaurant serve Chinese food?,-100
3QUO65DNQUOAYOGRBY50AOH0IL5OUX,A1AIHLAEJ8FU4J,181,FIVE,Does this restaurant serve Chinese food?,-100
3QXNC7EIPIVRBF05B28YORY47XA90W,ANFWGSQ8BQRZ,144,FIVE,Does this restaurant serve Chinese food?,-100
3TY7ZAOG5FKBSBJWFZZNE0CKIROK03,A1MYDAL453CN5Q,39,FIVE,Does this restaurant serve Chinese food?,-80
3UOUJI6MTDEXSXUJCPSWT18TUP3XU4,A1O2D67U4IBFS7,98,FIVE,Does this restaurant serve Chinese food?,-60
3X73LLYYQ1ENBHAVAKYOCKS5Y30HNC,AFOPSLYSR83LW,18,FIVE,Does this restaurant serve Chinese food?,-100
3YHH42UU5BFMCH1E0ZBOT0PZ7RQ0LJ,A17LSINELZPCMD,49,FIVE,Does this restaurant serve Chinese food?,-60
3YMTUJH0DSGRUIRKS90HRUPTIGYT41,AQOYZ1NB7R5UY,113,FIVE,Does this restaurant serve Chinese food?,-60
3Z4XG4ZF48RZU0N69MRRX9Q4XYE8X2,A1COAGLXPA14JG,48,FIVE,Does this restaurant serve Chinese food?,-80
3ZWFC4W1UU7OCJBH81R5IJL2JLBFRZ,AAH8NE0TYF7J6,21,FIVE,Does this restaurant serve Chinese food?,-100
32Q90QCQ1SLAJ1YQN6Y2ZPEOCSXKEO,A1ELBAVMWP8JSO,26,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,-60
32UTUBMZ7GWQS9GICJAJ0QJKPTTBV3,ARB9I8FFYFQUA,84,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,0
33JKGHPFYCU93VB61HE14P01FPWNMO,ADVX8TFPFCW30,119,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
33L7PJKHCGYSDJEM4CQU865YK2TT87,A1XLB2UVG3RFG,9,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
33M4IA01QG15C5228VXROQL9NQ5XR6,A1VLZL3CA1WMPT,88,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
34T446B1C0ET9D78NMIPQHZCDIG0C7,A3G84Q92VRSJAR,18,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
35BLDD71I6XMA7JYIXQMM8QNGW7VZL,A1QUDNLO95AKS5,38,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,-60
374TNBHA8BVU09DC0CUT2EIDTAXQY4,A11EA6M31BRK78,44,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,-100
37TRT2X24QRH1EGOVUW0X28QU6JBJF,AKDD397X4D2YQ,43,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
37UQDCYH6XV3QXDSZ2Y3VOXO633V72,A3M7FI1M6EPH7M,51,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
386CSBG1OZMSHP36UTZ1JNYKU0Z6QF,AIJVOVZVE7Z5U,50,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
39ASUFLU6X7G31XXMPDRPJMQ81DEX8,A3F7TD3W9043EO,9,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
39GAF6DQWR0PFBYQAMHUUE6B3H31VB,A2UDSTAFD1DW3I,5,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
39ZSFO5CA8WWXDPUVLDV2S0EJRTUJI,A13XS8F6QHRT6H,105,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
3I33IC7ZWF2CC8DOIVQC3A23ADEA2Y,A1F991VPHVNIVC,88,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
3JZQSN0I3QAXNT23SQXTJF7VHCSGFW,AAAG7IZP1V712,75,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,-80
3K3R2QNK8B37R1CL99MIDYMBNMF9U0,A1A68JLEYPWMUY,39,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,60
3KIBXJ1WD5UWVSBFHK1Y4182GUZKOO,A24JT7MZ5BBB3O,74,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,60
3KXIR214I4GXAJX79UGLQ7G3I3K24H,A104H3ISRW8A1C,7,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
3KYQYYSHYV7OHM55P3FB0ODCWL6ODJ,AKA8DP72VWZKR,105,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
3MH9DQ757WCM6BZTNFSS5F8YRZDUGF,A78Y5750JYTVA,74,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
3NS0A6KXC483SAT3T2R0M7NDTHPZG6,AO63KMU3PGNJA,78,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
3NVC2EB65QZ2T87A21IXP6P2JIFY35,AM305FJ5GW6SG,95,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,0
3O6CYIULED1I3XPT2KWARIUMLN2WUF,A1AIHLAEJ8FU4J,155,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
3RYC5T2D73T03W0BM4NAUDZ6LRXRPD,A1GFEN5EUWCFQD,45,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,100
3S06PH7KSR43LUY4J1H0OS043A0D1P,A2Q0G312LESWK7,12,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
3TDXMTX3CBUF0RFNHLUSAL7Y3QGI6M,AUW6U0UX2VC7Q,101,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,0
3V5Q80FXIXRCSNE39GB2G2OX43M32V,A26W6CBOT1FYY9,27,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
3X0H8UUIT1O2OKXPDF1ACHCY0QBSWP,AK1PU1CPDHD81,89,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,0
3ZPPDN2SLVWQ25FZJ97D9G081YOE9R,A3Q3B9T8H3I3AD,8,Cheese Board Pizza,Does this restaurant have drinks for those under 21?,80
31LVTDXBL7AACBLDUCU3DWQMGHSLR5,A2UDSTAFD1DW3I,82,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
31Z0PCVWUKFOD593U7YOU6939INT7K,A30G5L7YI0SQTW,23,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,80
340UGXU9DY15O8POCARE5GB8EEWVU0,AUFEOA1SGIGVU,58,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
345LHZDEDXSLCZN5S0L8MLJPNU93UH,A88LHLWDGRJV5,24,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
35K3O9HUABDZ3F6CMV75JCMJ4WKEFK,A28QM3564PH50Z,56,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
36TFCYNS44ASNBOZCQLXAMJ30H7XH9,A2P02YLEIVK3SJ,12,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
37Q970SNZE89NJHMGRCPJRM44D3S1R,A2DE6UIJ87NCAU,46,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-60
37QW5D2ZRGMRYJ17FCL4Y19CIJES8G,A8SP23ECDU4F0,13,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
39ZSFO5CA8WWXDPUVLDV2S0EJRTJU7,ADVX8TFPFCW30,75,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3AAPLD8UCCHL6UFF7GK0LJYXNLKTHN,A1MRK1A6YIBUNN,21,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3B1NLC6UGZW9E6RX6TTYV9LZJIKGP4,AW7KP42K7HSF5,92,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3EFVCAY5L39YZGIHSICQ60IPM05J8V,A2GU2QUQZNSG9U,26,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3FDJT1UU748ANI5XC55ZVV8BZZ2K5R,A104H3ISRW8A1C,7,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3HRMW88U16Q6IZJZ0BC3TD4O7WF0MK,A3BP890CXV4UMN,42,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3IGI0VL647KX3YWIEXTEWTP6AP8NO0,A1O9KRE3MRHPHP,77,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3IXEICO792J595VYBXTWOS97E726TX,A1A68JLEYPWMUY,21,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3K772S5NP8BJHBXIHLV5MXYWKBXEHI,A3F82HVRIPI02N,81,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-60
3KGTPGBS6XLWRHRMO0733BEXHG3U2R,A2BZJAUH0XPO54,10,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3L70J4KAZGMZFIB4FKATZTT7747DAE,A3Q3B9T8H3I3AD,6,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3LBXNTKX0RVZ856GEEX5X5LFH4VX9F,A2QWM6MTB0F6IC,17,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3LEIZ60CDJZOD06VFWLQUQ1QP4SZ9D,A1T6KGWNEUR9XD,51,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3QILPRALQ5VUI6927G4IZ7Z6VK7N80,AEWGY34WUIA32,74,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3QRYMNZ7FYHDGQ1QAEFDQ3VT9XTNTQ,A34JILAPTYRH81,11,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3R6BYFZZP7C89FXTH0XX717QK2VFXU,A343KX1KNL437T,67,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3RWE2M8QWHAC0H4ZCCR36STOCMSN0A,A1ELBAVMWP8JSO,20,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3TXMY6UCAEOHX6C74KC45NQUQMICQL,A1GFEN5EUWCFQD,91,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3W92K5RLWUHO3TZ9B9J6X4JSFX9V5O,A2T1JYVKKQQHH9,94,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
3WJ1OXY92AGNYNFDYCZDD1F6WD5A80,AAAG7IZP1V712,74,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-60
3WOKGM4L71GUI24BDRRGLHTT2W0O0T,A2RVGB8A6RK6AJ,38,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-80
3ZGVPD4G6TH7XFF9D2Q7LQ22JBTZTB,A12MSYRHI3XWDT,22,Angeline's Louisiana Kitchen,Does this restaurant have a drive-through?,-100
30OG32W0SUBBR7JTKJQIRHVS6NZENK,A2DE6UIJ87NCAU,34,Great China,Is this restaurant open until midnight?,-100
3180JW2OT4CFCYZFUK5NUG8YKA35JE,AIEPZIFP577TM,47,Great China,Is this restaurant open until midnight?,-100
31HQ4X3T3SAMDQLQ91U836VI2J6LSO,A38DC3BG1ZCVZ2,97,Great China,Is this restaurant open until midnight?,-100
324G5B4FB38NXWCCW5AEAV7YC7P07E,A1SGGLWPW4CJBD,47,Great China,Is this restaurant open until midnight?,-100
32ZKVD547FN6G0EZS94DHVR1Y9ZB35,A2WRCFDQP56P00,80,Great China,Is this restaurant open until midnight?,-100
33TIN5LC04AO8AWQJAJ7GJSOJAU9Y2,AW7RJ863Q6RTT,25,Great China,Is this restaurant open until midnight?,-100
34MAJL3QP4NMV1TQDUUQ9HLVOHN34W,A80PZ8RASZZJI,40,Great China,Is this restaurant open until midnight?,-100
37UEWGM5HT8XM4H912CKTHH8IBJR11,AAAG7IZP1V712,49,Great China,Is this restaurant open until midnight?,-80
39JEC7537U192E8OQJ6EBAP27EUCVC,AY1NK9XSCHOLP,31,Great China,Is this restaurant open until midnight?,-100
39KFRKBFINVRFX0WLZ2PD9NDE9FYO4,A3F2GS1KMWW6CP,14,Great China,Is this restaurant open until midnight?,-100
3B4YI393V9W9H3GGTAR9FS9DUDISSD,AO63KMU3PGNJA,41,Great China,Is this restaurant open until midnight?,-100
3C44YUNSI1P62MH643SQPOI26Q5PD4,A1T6KGWNEUR9XD,25,Great China,Is this restaurant open until midnight?,-100
3DIP6YHAPCSQO0WPEH1Z9K5XHS6E82,AQXSUU4I4DAH8,18,Great China,Is this restaurant open until midnight?,-60
3IX2EGZR7BJ4HLXDRRIQXHDUCSMRJ8,A390JWMIK0NRCP,60,Great China,Is this restaurant open until midnight?,-100
3M1CVSFP605T4RF9K6GDZS06QJPQAP,A1G3KH4F058XY0,41,Great China,Is this restaurant open until midnight?,-100
3OJSZ2ATDSWMS3YDTBGQRQ3PTF475A,A3Q7V7D3W9RXRX,10,Great China,Is this restaurant open until midnight?,0
3OS46CRSLFZKMXZNGSTBPAXSBSHV61,A34JILAPTYRH81,12,Great China,Is this restaurant open until midnight?,-100
3OS4RQUCR9F1WCUSC45FI4GY1Z6FBK,A3G84Q92VRSJAR,28,Great China,Is this restaurant open until midnight?,-100
3PJUZCGDJ6G9T45866LDH64MQVP98M,A1L3XF3X28IC0R,18,Great China,Is this restaurant open until midnight?,-80
3RKNTXVS3MYMFMSBM990WPZ1URFA4Z,A2T52J2SNWINZP,26,Great China,Is this restaurant open until midnight?,-100
3S3AMIZX3U5N8X82ZY6K5OJV77QCDD,A38XFEVWJDEUTN,12,Great China,Is this restaurant open until midnight?,-100
3SKEMFQBZ35TA0OZA3C27FI21P18KF,A1VYPAF3ODAXFU,50,Great China,Is this restaurant open until midnight?,-100
3U088ZLJVKT2NBDD4DIQ2B6F5Y1W0F,AFOPSLYSR83LW,32,Great China,Is this restaurant open until midnight?,-100
3UJ1CZ6IZHP8B1I5HEE1MHZLGTES5F,A3Q3B9T8H3I3AD,12,Great China,Is this restaurant open until midnight?,-100
3VHHR074H3H0US1YLYWX8FZMF51L79,AIJVOVZVE7Z5U,50,Great China,Is this restaurant open until midnight?,-100
3WEV0KO0OMS3FEXYWKWKKTNDTA5SDG,A2GDWPK7UY0ZAL,8,Great China,Is this restaurant open until midnight?,60
3WSELTNVR326W7711AA84XBTAQMATL,AIQ7OT7IH2VUR,45,Great China,Is this restaurant open until midnight?,-100
3YWRV122CSZ7DWTB4HG4D2R03GW8U9,AEWGY34WUIA32,31,Great China,Is this restaurant open until midnight?,-100
3YWRV122CSZ7DWTB4HG4D2R03GXU8W,A2T6FBH8WR2KYH,20,Great China,Is this restaurant open until midnight?,-100
3ZQIG0FLQEGIGCET7A6FN4W5ZUCVW4,A1G83V2HKV001G,46,Great China,Is this restaurant open until midnight?,-100
31JLPPHS2UUQZU38WE9ZNFR058FO3J,A275NH66G89TSS,63,Eureka!,Does this restaurant serve breakfast?,-100
323Q6SJS8IGBNPXECWFB4FJWWC7FHW,A10DEO061A6L3O,53,Eureka!,Does this restaurant serve breakfast?,-80
32N49TQG3GIL9ZBQ65AN5FZE7B4VAO,A2UDSTAFD1DW3I,137,Eureka!,Does this restaurant serve breakfast?,100
33L7PJKHCGYSDJEM4CQU865YK2UT88,A1G83V2HKV001G,120,Eureka!,Does this restaurant serve breakfast?,-80
33PPUNGG385UH02H9DLCLB1KVQXZRZ,A3F7TD3W9043EO,36,Eureka!,Does this restaurant serve breakfast?,-100
37ZHEEHM6WMJEOB9FSSXCT55FJD73K,A1069M75YWK2LI,55,Eureka!,Does this restaurant serve breakfast?,-100
38BQUHLA9W0RLGBI2WEEJE065ZXOM0,A35LEE74GHDV9U,29,Eureka!,Does this restaurant serve breakfast?,-80
39LOEL67OS5NE2GSPXK3QT10Q3B830,A24F2C0D94E1CG,134,Eureka!,Does this restaurant serve breakfast?,-80
3AUQQEL7U5TP8MD8E3DUG9N1YPSV0X,A1A68JLEYPWMUY,37,Eureka!,Does this restaurant serve breakfast?,-80
3AWETUDC92SHO1ZYJQR37J0T8UNIZN,ADVX8TFPFCW30,164,Eureka!,Does this restaurant serve breakfast?,-80
3DHE4R9OCWBDMZQR4VIMZWD688V2G6,A3RO90I4O8I0O2,52,Eureka!,Does this restaurant serve breakfast?,100
3DUZQ9U6SMOP9VXKN5WEQFTKTH8SVE,A1F991VPHVNIVC,37,Eureka!,Does this restaurant serve breakfast?,-100
3DUZQ9U6SMOP9VXKN5WEQFTKTH8VSH,A36SM7QM8OK3H6,229,Eureka!,Does this restaurant serve breakfast?,-100
3F6KKYWMNB16Z15TOOFYLZD76B2DNU,AY1NK9XSCHOLP,40,Eureka!,Does this restaurant serve breakfast?,-80
3H7XDTSHKCRZYFOYIF7TN3TVCFRGW3,A2HPEX0788BPXI,54,Eureka!,Does this restaurant serve breakfast?,100
3ITXP059PWJGI0XQ6GIVNRIQYU6JSP,AB5RZ126VTHSE,29,Eureka!,Does this restaurant serve breakfast?,-60
3KKG4CDWKIY8A3I6U3V00UOHO9U49B,A1AIHLAEJ8FU4J,185,Eureka!,Does this restaurant serve breakfast?,-100
3LEIZ60CDJZOD06VFWLQUQ1QP4WZ9H,AXPRCC7MG94OA,90,Eureka!,Does this restaurant serve breakfast?,100
3O7L7BFSHEPJD682N3DQM9ZBKOBIEE,A34JILAPTYRH81,73,Eureka!,Does this restaurant serve breakfast?,-100
3OSWBBLG1EXBBVJXQU27J1458PBDXD,AW7KP42K7HSF5,104,Eureka!,Does this restaurant serve breakfast?,-80
3R5F3LQFV2KRKNA1HL48RGWFK3MZOZ,A2NKC052ZA9JR7,71,Eureka!,Does this restaurant serve breakfast?,-80
3RANCT1ZVFHQFURI7T0E44H1BMFUBS,AEWGY34WUIA32,29,Eureka!,Does this restaurant serve breakfast?,-80
3S3AMIZX3U5N8X82ZY6K5OJV77MCD9,A2G9IEVL1RA14V,110,Eureka!,Does this restaurant serve breakfast?,-80
3S4AW7T80BI3B5JFJ0YQ53FCO3EL4S,A12702RT8H45H8,66,Eureka!,Does this restaurant serve breakfast?,100
3U5NZHP4LR2NE2M8QZBGG9X0YI0HP7,A2KYO4F0JAPTYB,149,Eureka!,Does this restaurant serve breakfast?,-80
3UNH76FOCS53FUFK8JNCL5Y8J9VYMK,A276JM9Q4946HH,30,Eureka!,Does this restaurant serve breakfast?,-80
3V26SBZTBDE3JRO8JUFP7E3J47KZZW,A3AE627X3R2JQI,41,Eureka!,Does this restaurant serve breakfast?,-100
3X4MXAO0BGOQN5XCYQ15M772EO1WRE,A10TUKIRWBUPTQ,129,Eureka!,Does this restaurant serve breakfast?,-100
3ZAZR5XV01IQBYDYRGVHWG2YVP3CZF,A28QM3564PH50Z,40,Eureka!,Does this restaurant serve breakfast?,-100
3ZGVPD4G6TH7XFF9D2Q7LQ22JB2TZE,A2WRCFDQP56P00,35,Eureka!,Does this restaurant serve breakfast?,-80
31IBVUNM9SZG5QSYHLWFJGA54RIVF2,AKDD397X4D2YQ,30,Platano,Does this restaurant have drinks for those under 21?,100
320DUZ38G7MDSVOZBGOEYDZNAJGJG9,A28QM3564PH50Z,35,Platano,Does this restaurant have drinks for those under 21?,100
32AT8R96GL9PWG8KIFM9UTR1FA2SUS,A8SP23ECDU4F0,33,Platano,Does this restaurant have drinks for those under 21?,100
33M4IA01QG15C5228VXROQL9NQ0XR1,ALV5QUCR2JUB7,50,Platano,Does this restaurant have drinks for those under 21?,-80
36W0OB37HWEHS6OED89I77ZE8H0ZH3,A2BZJAUH0XPO54,7,Platano,Does this restaurant have drinks for those under 21?,100
388U7OUMF71XFFWR5J8KFCYYDJM0RG,AEWGY34WUIA32,8,Platano,Does this restaurant have drinks for those under 21?,100
38F71OA9GTWXF3YP3TVOWKRSDY9MFF,ARB9I8FFYFQUA,9,Platano,Does this restaurant have drinks for those under 21?,100
3DEL4X4EL6LE96EOMQPLWME6QDFXY3,A2VHPHU19NCCYR,83,Platano,Does this restaurant have drinks for those under 21?,100
3DPNQGW4LLFLSKG8WWSOGKXFY8N461,A1VGAI457NLHWV,129,Platano,Does this restaurant have drinks for those under 21?,100
3DUZQ9U6SMOP9VXKN5WEQFTKTHIVSR,A1ELBAVMWP8JSO,31,Platano,Does this restaurant have drinks for those under 21?,-60
3ERET4BTVM9TO579FVIG7BDDLVKK9H,ADVX8TFPFCW30,64,Platano,Does this restaurant have drinks for those under 21?,100
3F1567XTNW5FZ854S02D3XPMK1DQ9G,A38XFEVWJDEUTN,12,Platano,Does this restaurant have drinks for those under 21?,80
3HMVI3QICJS6J5TVFX4E1DA5LY91YO,A28KDT4V7T1IXV,17,Platano,Does this restaurant have drinks for those under 21?,80
3IXEICO792J595VYBXTWOS97E73T6L,A2XEAXWY9B2PZ,23,Platano,Does this restaurant have drinks for those under 21?,-100
3JBT3HLQF8295NM2WLHNGG15U8IZPG,A2WRCFDQP56P00,30,Platano,Does this restaurant have drinks for those under 21?,60
3JNQLM5FT4MT8R4SFMF2COIE4PG2LB,A8562J49TRH3C,43,Platano,Does this restaurant have drinks for those under 21?,80
3JPSL1DZ5SZ81U2H4EOWVY51L85ANP,AAAG7IZP1V712,48,Platano,Does this restaurant have drinks for those under 21?,-60
3MMN5BL1WZ42ZRIWJYUMVB2VA883MR,A34JILAPTYRH81,27,Platano,Does this restaurant have drinks for those under 21?,100
3NL0RFNU0FNSRZ1XY0MPQ32XZ394K8,A2B4GWF7MF7AOB,148,Platano,Does this restaurant have drinks for those under 21?,-60
3OE22WJIGIODJ0T7QBX4ZTC0XMKQU4,A25GWTC059MIL4,38,Platano,Does this restaurant have drinks for those under 21?,80
3OJSZ2ATDSWMS3YDTBGQRQ3PTF575B,A2Q0G312LESWK7,18,Platano,Does this restaurant have drinks for those under 21?,80
3OWEPKL089CQIS4JXBCCL73BK057N1,A5GQH60QES7TB,13,Platano,Does this restaurant have drinks for those under 21?,80
3P1L2B7AD1P7FYTX2KDZJ1LH5UALOY,A3M6098H4L6HQG,44,Platano,Does this restaurant have drinks for those under 21?,100
3PMBY0YE273B57VLNI1IJS05GME9CW,A2BC4OBPZASWDY,20,Platano,Does this restaurant have drinks for those under 21?,100
3U84XHCDICDNGU0JY1PZDIQA3CLZ4O,A38CW69MB24RRS,182,Platano,Does this restaurant have drinks for those under 21?,-60
3VAR3R6G1P1C0R9E8V4VEWZBLU78OV,AIQ7OT7IH2VUR,57,Platano,Does this restaurant have drinks for those under 21?,100
3VZLGYJEYLAEEWOTICR4ATN8W7KXZV,A138M4A1NILVRB,46,Platano,Does this restaurant have drinks for those under 21?,60
3WLEIWSYHOHRMVL2O104KWP7N802HX,A1KGCOR8OXYR72,48,Platano,Does this restaurant have drinks for those under 21?,0
3WOKGM4L71GUI24BDRRGLHTT2W30O8,A3AE627X3R2JQI,10,Platano,Does this restaurant have drinks for those under 21?,100
3WYP994K17R1QRUSL3GVW91MT9N6YP,A26AK8IVDJQ94M,7,Platano,Does this restaurant have drinks for those under 21?,0
304SM51WA34A0HZEIO5EP3ZDQP0SBG,AJMKH3WN5HAN7,45,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
30LB5CDZNCA6H6IIF02X1F0XM0VZ0Y,A38DC3BG1ZCVZ2,24,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
32M8BPYGATMHXK4TTY3EMCKNX4UIGZ,A1YZJ7OO7Q2D89,85,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
338JKRMM26ZGRYG61GTJQE85ZWZAHJ,A275NH66G89TSS,42,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
33TIN5LC04AO8AWQJAJ7GJSOJAV9Y3,A2Q0G312LESWK7,41,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
37QW5D2ZRGMRYJ17FCL4Y19CIJI8S0,A1T6KGWNEUR9XD,540,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,80
384PI804XS19GUW4K88P5M3UZL30S2,A4JQPQM2T881E,18,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
392CY0QWG1R1L4B9YX1DDNNK7ZKI4B,A1XLB2UVG3RFG,26,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
3B3WTRP3DB2Y7P3JQPCC7FRJ4VX29C,A3Q3B9T8H3I3AD,17,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,60
3CCZ6YKWR7JQ6MM688EA5MUVO5M59E,A6XXSQLTOFBOM,62,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
3CFVK00FWLLHQSNT2OR521ZQKUEL67,A26W6CBOT1FYY9,34,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,-80
3ERET4BTVM9TO579FVIG7BDDLVIK9F,A35LEE74GHDV9U,19,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
3FQ5JJ512LOED7B3G51LPC8XQK5NKN,A1ELBAVMWP8JSO,34,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,100
3IUZPWIU1O7401KH86S8LVLOJW7WKL,A104H3ISRW8A1C,8,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,80
3K772S5NP8BJHBXIHLV5MXYWKBZHEN,A2T52J2SNWINZP,54,Bette's Oceanview Diner,Does this restaurant have more than 20 items on its menu?,80
